Day,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
188,1,66.0145,0.03446,58.985,60.722,61.736,62.273,63.099,63.657,64.48,66.015,67.549,68.372,68.93,69.756,70.293,71.307,73.044
189,1,66.0668,0.03446,59.031,60.77,61.785,62.322,63.149,63.707,64.531,66.067,67.602,68.426,68.984,69.812,70.349,71.363,73.102
190,1,66.1189,0.03446,59.078,60.818,61.834,62.371,63.199,63.757,64.582,66.119,67.656,68.48,69.039,69.867,70.404,71.419,73.16
191,1,66.1709,0.03445,59.126,60.868,61.883,62.421,63.249,63.808,64.633,66.171,67.708,68.534,69.092,69.92,70.458,71.474,73.215
192,1,66.2228,0.03445,59.173,60.916,61.932,62.47,63.299,63.858,64.684,66.223,67.762,68.587,69.147,69.975,70.514,71.53,73.273
193,1,66.2745,0.03445,59.219,60.963,61.98,62.519,63.349,63.908,64.735,66.275,67.814,68.641,69.2,70.03,70.569,71.586,73.33
194,1,66.3261,0.03444,59.267,61.012,62.03,62.569,63.399,63.959,64.785,66.326,67.867,68.694,69.254,70.083,70.622,71.64,73.385
195,1,66.3776,0.03444,59.313,61.059,62.078,62.617,63.448,64.008,64.836,66.378,67.92,68.747,69.307,70.138,70.677,71.696,73.442
196,1,66.429,0.03444,59.359,61.107,62.126,62.666,63.497,64.058,64.886,66.429,67.972,68.8,69.361,70.192,70.732,71.751,73.499
197,1,66.4802,0.03444,59.405,61.154,62.174,62.714,63.546,64.107,64.936,66.48,68.024,68.853,69.414,70.246,70.786,71.807,73.556
198,1,66.5313,0.03444,59.451,61.201,62.222,62.762,63.595,64.156,64.986,66.531,68.077,68.906,69.468,70.3,70.841,71.862,73.612
199,1,66.5823,0.03443,59.498,61.249,62.271,62.812,63.644,64.206,65.036,66.582,68.129,68.958,69.52,70.353,70.894,71.915,73.666
200,1,66.6331,0.03443,59.544,61.296,62.318,62.86,63.693,64.255,65.086,66.633,68.18,69.011,69.573,70.407,70.948,71.97,73.723
201,1,66.6839,0.03443,59.589,61.343,62.366,62.907,63.742,64.304,65.135,66.684,68.232,69.063,69.626,70.46,71.002,72.025,73.779
202,1,66.7345,0.03443,59.634,61.389,62.413,62.955,63.79,64.353,65.185,66.735,68.284,69.116,69.679,70.514,71.056,72.08,73.835
203,1,66.785,0.03442,59.681,61.437,62.462,63.004,63.839,64.403,65.235,66.785,68.335,69.167,69.731,70.566,71.108,72.133,73.889
204,1,66.8354,0.03442,59.726,61.484,62.509,63.051,63.887,64.451,65.284,66.835,68.387,69.22,69.784,70.619,71.162,72.187,73.944
205,1,66.8857,0.03442,59.771,61.53,62.556,63.099,63.935,64.5,65.333,66.886,68.439,69.272,69.836,70.672,71.216,72.241,74.0
206,1,66.9359,0.03442,59.816,61.576,62.603,63.146,63.983,64.548,65.382,66.936,68.49,69.324,69.889,70.726,71.269,72.296,74.056
207,1,66.9859,0.03442,59.861,61.622,62.649,63.193,64.031,64.596,65.431,66.986,68.541,69.376,69.941,70.778,71.322,72.35,74.111
208,1,67.0359,0.03442,59.906,61.668,62.696,63.241,64.079,64.644,65.48,67.036,68.592,69.427,69.993,70.831,71.376,72.404,74.166
209,1,67.0858,0.03441,59.952,61.716,62.744,63.289,64.127,64.693,65.529,67.086,68.643,69.478,70.044,70.883,71.427,72.456,74.219
210,1,67.1355,0.03441,59.997,61.761,62.791,63.336,64.175,64.741,65.577,67.136,68.694,69.53,70.096,70.935,71.48,72.51,74.274
211,1,67.1852,0.03441,60.041,61.807,62.837,63.383,64.222,64.789,65.626,67.185,68.745,69.581,70.148,70.988,71.533,72.563,74.329
212,1,67.2347,0.03441,60.085,61.853,62.883,63.429,64.27,64.837,65.674,67.235,68.795,69.633,70.2,71.04,71.586,72.617,74.384
213,1,67.2842,0.03441,60.13,61.898,62.93,63.476,64.317,64.885,65.723,67.284,68.846,69.684,70.251,71.092,71.639,72.67,74.439
214,1,67.3335,0.03441,60.174,61.943,62.976,63.522,64.364,64.932,65.771,67.334,68.896,69.735,70.303,71.145,71.691,72.724,74.493
215,1,67.3828,0.03441,60.218,61.989,63.022,63.569,64.411,64.98,65.819,67.383,68.947,69.786,70.354,71.197,71.744,72.777,74.548
216,1,67.432,0.03441,60.262,62.034,63.068,63.615,64.458,65.027,65.867,67.432,68.997,69.837,70.406,71.249,71.796,72.83,74.602
217,1,67.481,0.0344,60.308,62.081,63.115,63.663,64.506,65.075,65.915,67.481,69.047,69.887,70.456,71.299,71.847,72.881,74.654
218,1,67.53,0.0344,60.351,62.126,63.161,63.709,64.553,65.122,65.963,67.53,69.097,69.938,70.507,71.351,71.899,72.934,74.709
219,1,67.5789,0.0344,60.395,62.171,63.207,63.755,64.6,65.169,66.011,67.579,69.147,69.988,70.558,71.403,71.951,72.987,74.763
220,1,67.6277,0.0344,60.439,62.216,63.252,63.801,64.646,65.217,66.059,67.628,69.197,70.039,70.609,71.454,72.003,73.04,74.817
221,1,67.6764,0.0344,60.482,62.261,63.298,63.847,64.693,65.264,66.106,67.676,69.247,70.089,70.66,71.506,72.055,73.092,74.871
222,1,67.725,0.0344,60.526,62.305,63.343,63.893,64.739,65.31,66.154,67.725,69.296,70.14,70.711,71.557,72.107,73.145,74.924
223,1,67.7735,0.0344,60.569,62.35,63.389,63.939,64.786,65.357,66.201,67.774,69.346,70.19,70.761,71.608,72.158,73.197,74.978
224,1,67.8219,0.0344,60.612,62.394,63.434,63.984,64.832,65.404,66.248,67.822,69.396,70.24,70.812,71.659,72.21,73.249,75.032
225,1,67.8703,0.0344,60.655,62.439,63.479,64.03,64.878,65.45,66.296,67.87,69.445,70.29,70.862,71.711,72.261,73.302,75.085
226,1,67.9185,0.0344,60.698,62.483,63.524,64.075,64.924,65.497,66.343,67.919,69.494,70.34,70.913,71.762,72.313,73.354,75.139
227,1,67.9667,0.0344,60.742,62.528,63.569,64.121,64.97,65.543,66.39,67.967,69.544,70.39,70.963,71.812,72.364,73.406,75.192
228,1,68.0148,0.0344,60.785,62.572,63.614,64.166,65.016,65.59,66.437,68.015,69.593,70.44,71.013,71.863,72.415,73.458,75.245
229,1,68.0628,0.0344,60.827,62.616,63.659,64.212,65.062,65.636,66.484,68.063,69.642,70.489,71.063,71.914,72.466,73.51,75.298
230,1,68.1107,0.0344,60.87,62.66,63.704,64.257,65.108,65.682,66.53,68.111,69.691,70.539,71.113,71.965,72.517,73.561,75.351
231,1,68.1585,0.0344,60.913,62.704,63.749,64.302,65.154,65.728,66.577,68.159,69.74,70.589,71.163,72.015,72.568,73.613,75.404
232,1,68.2063,0.0344,60.956,62.748,63.793,64.347,65.199,65.775,66.624,68.206,69.789,70.638,71.213,72.066,72.619,73.665,75.457
233,1,68.254,0.0344,60.998,62.792,63.838,64.392,65.245,65.821,66.67,68.254,69.838,70.687,71.263,72.116,72.67,73.716,75.51
234,1,68.3016,0.0344,61.041,62.836,63.883,64.437,65.29,65.866,66.717,68.302,69.886,70.737,71.313,72.166,72.721,73.768,75.562
235,1,68.3491,0.0344,61.083,62.879,63.927,64.482,65.336,65.912,66.763,68.349,69.935,70.786,71.362,72.216,72.771,73.819,75.615
236,1,68.3965,0.0344,61.126,62.923,63.971,64.526,65.381,65.958,66.81,68.397,69.983,70.835,71.412,72.267,72.822,73.87,75.667
237,1,68.4439,0.0344,61.168,62.967,64.016,64.571,65.427,66.004,66.856,68.444,70.032,70.884,71.461,72.317,72.872,73.921,75.72
238,1,68.4911,0.0344,61.21,63.01,64.06,64.616,65.472,66.049,66.902,68.491,70.08,70.933,71.511,72.367,72.922,73.972,75.772
239,1,68.5383,0.0344,61.252,63.053,64.104,64.66,65.517,66.095,66.948,68.538,70.129,70.982,71.56,72.416,72.973,74.023,75.824
240,1,68.5855,0.0344,61.295,63.097,64.148,64.705,65.562,66.14,66.994,68.586,70.177,71.031,71.609,72.466,73.023,74.074,75.876
241,1,68.6325,0.0344,61.337,63.14,64.192,64.749,65.607,66.186,67.04,68.633,70.225,71.079,71.658,72.516,73.073,74.125,75.928
242,1,68.6795,0.0344,61.379,63.183,64.236,64.793,65.652,66.231,67.086,68.68,70.273,71.128,71.707,72.566,73.123,74.176,75.98
243,1,68.7264,0.0344,61.421,63.226,64.28,64.838,65.697,66.276,67.132,68.726,70.321,71.177,71.756,72.615,73.173,74.226,76.032
244,1,68.7732,0.0344,61.462,63.27,64.324,64.882,65.741,66.321,67.177,68.773,70.369,71.225,71.805,72.665,73.223,74.277,76.084
245,1,68.82,0.0344,61.504,63.313,64.367,64.926,65.786,66.366,67.223,68.82,70.417,71.274,71.854,72.714,73.273,74.327,76.136
246,1,68.8666,0.0344,61.546,63.355,64.411,64.97,65.831,66.411,67.269,68.867,70.464,71.322,71.903,72.763,73.322,74.378,76.187
247,1,68.9133,0.0344,61.588,63.398,64.455,65.014,65.875,66.456,67.314,68.913,70.512,71.37,71.951,72.813,73.372,74.428,76.239
248,1,68.9598,0.0344,61.629,63.441,64.498,65.058,65.92,66.501,67.36,68.96,70.56,71.418,72.0,72.862,73.421,74.478,76.291
249,1,69.0063,0.0344,61.671,63.484,64.542,65.102,65.964,66.546,67.405,69.006,70.607,71.467,72.048,72.911,73.471,74.529,76.342
250,1,69.0527,0.0344,61.712,63.527,64.585,65.145,66.008,66.591,67.451,69.053,70.655,71.515,72.097,72.96,73.52,74.579,76.393
251,1,69.099,0.03441,61.751,63.568,64.627,65.188,66.052,66.635,67.495,69.099,70.703,71.563,72.146,73.01,73.571,74.63,76.447
252,1,69.1452,0.03441,61.793,63.61,64.67,65.232,66.096,66.679,67.54,69.145,70.75,71.611,72.194,73.059,73.62,74.68,76.498
253,1,69.1914,0.03441,61.834,63.653,64.713,65.275,66.14,66.724,67.586,69.191,70.797,71.659,72.243,73.108,73.669,74.73,76.549
254,1,69.2376,0.03441,61.875,63.695,64.757,65.319,66.184,66.768,67.631,69.238,70.845,71.707,72.291,73.156,73.719,74.78,76.6
255,1,69.2836,0.03441,61.916,63.737,64.8,65.362,66.228,66.813,67.676,69.284,70.892,71.755,72.339,73.205,73.768,74.83,76.651
256,1,69.3296,0.03441,61.957,63.78,64.843,65.406,66.272,66.857,67.721,69.33,70.939,71.802,72.387,73.254,73.816,74.879,76.702
257,1,69.3755,0.03441,61.998,63.822,64.886,65.449,66.316,66.901,67.765,69.376,70.986,71.85,72.435,73.302,73.865,74.929,76.753
258,1,69.4214,0.03441,62.039,63.864,64.929,65.492,66.36,66.946,67.81,69.421,71.033,71.897,72.483,73.351,73.914,74.979,76.803
259,1,69.4672,0.03441,62.08,63.906,64.971,65.535,66.404,66.99,67.855,69.467,71.079,71.945,72.531,73.399,73.963,75.028,76.854
260,1,69.5129,0.03442,62.119,63.947,65.013,65.577,66.447,67.033,67.899,69.513,71.127,71.993,72.579,73.448,74.013,75.079,76.907
261,1,69.5585,0.03442,62.16,63.989,65.055,65.62,66.49,67.077,67.944,69.559,71.173,72.04,72.627,73.497,74.062,75.128,76.957
262,1,69.6041,0.03442,62.201,64.031,65.098,65.663,66.534,67.121,67.988,69.604,71.22,72.087,72.674,73.545,74.11,75.178,77.008
263,1,69.6496,0.03442,62.241,64.073,65.141,65.706,66.577,67.165,68.033,69.65,71.267,72.134,72.722,73.593,74.159,75.227,77.058
264,1,69.6951,0.03442,62.282,64.114,65.183,65.749,66.621,67.209,68.077,69.695,71.313,72.181,72.769,73.641,74.207,75.276,77.108
265,1,69.7405,0.03442,62.322,64.156,65.226,65.792,66.664,67.253,68.121,69.741,71.36,72.228,72.817,73.689,74.255,75.325,77.159
266,1,69.7858,0.03443,62.361,64.196,65.267,65.834,66.707,67.296,68.165,69.786,71.406,72.276,72.865,73.738,74.305,75.375,77.211
267,1,69.8311,0.03443,62.401,64.238,65.309,65.876,66.75,67.339,68.209,69.831,71.453,72.323,72.912,73.786,74.353,75.424,77.261
268,1,69.8763,0.03443,62.442,64.279,65.351,65.919,66.793,67.383,68.254,69.876,71.499,72.37,72.96,73.834,74.401,75.473,77.311
269,1,69.9215,0.03443,62.482,64.321,65.394,65.962,66.836,67.426,68.298,69.922,71.545,72.417,73.007,73.881,74.449,75.522,77.361
270,1,69.9666,0.03443,62.522,64.363,65.436,66.004,66.879,67.47,68.342,69.967,71.591,72.463,73.054,73.929,74.497,75.571,77.411
271,1,70.0116,0.03444,62.56,64.402,65.477,66.046,66.922,67.513,68.385,70.012,71.638,72.511,73.102,73.978,74.547,75.621,77.463
272,1,70.0566,0.03444,62.601,64.444,65.519,66.088,66.965,67.556,68.429,70.057,71.684,72.557,73.149,74.025,74.594,75.669,77.513
273,1,70.1015,0.03444,62.641,64.485,65.561,66.13,67.007,67.599,68.473,70.102,71.73,72.604,73.196,74.073,74.642,75.718,77.562
274,1,70.1463,0.03444,62.681,64.526,65.603,66.173,67.05,67.642,68.517,70.146,71.776,72.65,73.242,74.12,74.69,75.766,77.612
275,1,70.1911,0.03444,62.721,64.567,65.645,66.215,67.093,67.686,68.561,70.191,71.822,72.697,73.289,74.167,74.738,75.815,77.661
276,1,70.2358,0.03445,62.759,64.607,65.685,66.256,67.135,67.728,68.604,70.236,71.868,72.744,73.337,74.216,74.787,75.865,77.713
277,1,70.2805,0.03445,62.799,64.648,65.727,66.298,67.178,67.771,68.647,70.281,71.914,72.79,73.383,74.263,74.834,75.913,77.762
278,1,70.3251,0.03445,62.838,64.689,65.769,66.34,67.22,67.814,68.691,70.325,71.959,72.836,73.43,74.31,74.882,75.961,77.812
279,1,70.3697,0.03445,62.878,64.73,65.81,66.382,67.263,67.857,68.735,70.37,72.005,72.882,73.476,74.357,74.929,76.009,77.861
280,1,70.4142,0.03445,62.918,64.771,65.852,66.424,67.305,67.9,68.778,70.414,72.05,72.928,73.523,74.404,74.977,76.057,77.91
281,1,70.4586,0.03446,62.956,64.81,65.892,66.465,67.347,67.942,68.821,70.459,72.096,72.975,73.57,74.452,75.025,76.107,77.962
282,1,70.503,0.03446,62.995,64.851,65.934,66.507,67.389,67.985,68.864,70.503,72.142,73.021,73.617,74.499,75.072,76.155,78.011
283,1,70.5474,0.03446,63.035,64.892,65.975,66.549,67.432,68.028,68.908,70.547,72.187,73.067,73.663,74.546,75.12,76.203,78.06
284,1,70.5917,0.03446,63.074,64.933,66.017,66.59,67.474,68.07,68.951,70.592,72.232,73.113,73.709,74.593,75.167,76.251,78.109
285,1,70.6359,0.03447,63.112,64.972,66.057,66.631,67.516,68.112,68.994,70.636,72.278,73.159,73.756,74.641,75.215,76.3,78.16
286,1,70.68,0.03447,63.151,65.012,66.098,66.673,67.558,68.155,69.037,70.68,72.323,73.205,73.802,74.687,75.262,76.348,78.209
287,1,70.7241,0.03447,63.191,65.053,66.139,66.714,67.6,68.197,69.08,70.724,72.368,73.251,73.848,74.734,75.309,76.395,78.258
288,1,70.7682,0.03448,63.228,65.092,66.179,66.755,67.641,68.239,69.122,70.768,72.414,73.297,73.895,74.782,75.358,76.445,78.309
289,1,70.8122,0.03448,63.267,65.132,66.22,66.796,67.683,68.282,69.165,70.812,72.459,73.343,73.941,74.828,75.404,76.492,78.357
290,1,70.8561,0.03448,63.306,65.173,66.261,66.838,67.725,68.324,69.208,70.856,72.504,73.388,73.987,74.875,75.451,76.54,78.406
291,1,70.9,0.03448,63.346,65.213,66.302,66.879,67.767,68.366,69.251,70.9,72.549,73.434,74.033,74.921,75.498,76.587,78.454
292,1,70.9439,0.03449,63.383,65.252,66.342,66.919,67.808,68.408,69.294,70.944,72.594,73.48,74.08,74.969,75.546,76.636,78.505
293,1,70.9876,0.03449,63.422,65.292,66.383,66.96,67.85,68.45,69.336,70.988,72.639,73.525,74.125,75.015,75.592,76.683,78.554
294,1,71.0314,0.03449,63.461,65.332,66.424,67.002,67.892,68.492,69.379,71.031,72.684,73.571,74.171,75.061,75.639,76.731,78.602
295,1,71.075,0.0345,63.497,65.371,66.463,67.042,67.933,68.534,69.421,71.075,72.729,73.616,74.217,75.108,75.687,76.779,78.653
296,1,71.1187,0.0345,63.537,65.411,66.504,67.083,67.974,68.576,69.464,71.119,72.774,73.662,74.263,75.155,75.733,76.827,78.701
297,1,71.1622,0.0345,63.575,65.451,66.545,67.124,68.016,68.618,69.506,71.162,72.818,73.707,74.309,75.2,75.78,76.874,78.749
298,1,71.2057,0.0345,63.614,65.491,66.585,67.165,68.057,68.66,69.549,71.206,72.863,73.752,74.354,75.246,75.826,76.921,78.797
299,1,71.2492,0.03451,63.651,65.529,66.625,67.205,68.098,68.701,69.591,71.249,72.908,73.798,74.4,75.294,75.874,76.969,78.847
300,1,71.2926,0.03451,63.69,65.569,66.665,67.246,68.14,68.743,69.633,71.293,72.952,73.843,74.446,75.339,75.92,77.016,78.896
301,1,71.3359,0.03451,63.728,65.609,66.706,67.287,68.181,68.784,69.675,71.336,72.996,73.887,74.491,75.385,75.966,77.063,78.943
302,1,71.3792,0.03452,63.765,65.647,66.745,67.326,68.221,68.825,69.717,71.379,73.041,73.933,74.537,75.432,76.013,77.111,78.994
303,1,71.4224,0.03452,63.803,65.687,66.785,67.367,68.263,68.867,69.759,71.422,73.085,73.978,74.582,75.478,76.059,77.158,79.041
304,1,71.4656,0.03452,63.842,65.727,66.826,67.408,68.304,68.909,69.802,71.466,73.13,74.022,74.627,75.523,76.106,77.205,79.089
305,1,71.5088,0.03453,63.878,65.765,66.865,67.447,68.344,68.95,69.843,71.509,73.174,74.068,74.673,75.57,76.153,77.253,79.139
306,1,71.5518,0.03453,63.917,65.804,66.905,67.488,68.385,68.991,69.885,71.552,73.218,74.112,74.718,75.616,76.199,77.299,79.187
307,1,71.5949,0.03453,63.955,65.844,66.945,67.529,68.427,69.033,69.927,71.595,73.262,74.157,74.763,75.661,76.245,77.346,79.234
308,1,71.6378,0.03454,63.991,65.882,66.984,67.568,68.467,69.073,69.969,71.638,73.307,74.202,74.809,75.708,76.292,77.394,79.284
309,1,71.6808,0.03454,64.03,65.921,67.024,67.608,68.508,69.115,70.011,71.681,73.351,74.247,74.854,75.753,76.337,77.44,79.332
310,1,71.7236,0.03454,64.068,65.96,67.064,67.649,68.549,69.156,70.053,71.724,73.395,74.291,74.898,75.798,76.383,77.487,79.379
311,1,71.7664,0.03455,64.104,65.998,67.103,67.688,68.589,69.197,70.094,71.766,73.439,74.336,74.944,75.845,76.43,77.535,79.429
312,1,71.8092,0.03455,64.142,66.038,67.143,67.728,68.63,69.238,70.136,71.809,73.483,74.381,74.989,75.89,76.475,77.581,79.476
313,1,71.8519,0.03456,64.178,66.075,67.182,67.767,68.67,69.278,70.177,71.852,73.527,74.426,75.034,75.936,76.522,77.629,79.526
314,1,71.8946,0.03456,64.216,66.114,67.221,67.808,68.71,69.319,70.219,71.895,73.57,74.47,75.079,75.982,76.568,77.675,79.573
315,1,71.9372,0.03456,64.254,66.154,67.261,67.848,68.751,69.36,70.26,71.937,73.614,74.514,75.123,76.027,76.613,77.721,79.62
316,1,71.9798,0.03457,64.29,66.191,67.3,67.887,68.791,69.401,70.301,71.98,73.658,74.559,75.169,76.073,76.66,77.769,79.669
317,1,72.0223,0.03457,64.328,66.23,67.339,67.927,68.831,69.442,70.343,72.022,73.702,74.603,75.213,76.118,76.705,77.814,79.716
318,1,72.0647,0.03457,64.366,66.269,67.379,67.967,68.872,69.483,70.384,72.065,73.745,74.647,75.257,76.162,76.75,77.86,79.763
319,1,72.1071,0.03458,64.402,66.306,67.417,68.006,68.912,69.523,70.425,72.107,73.789,74.691,75.303,76.208,76.797,77.908,79.812
320,1,72.1495,0.03458,64.44,66.345,67.457,68.046,68.952,69.564,70.467,72.15,73.832,74.735,75.347,76.253,76.842,77.954,79.859
321,1,72.1918,0.03459,64.475,66.383,67.495,68.084,68.992,69.604,70.508,72.192,73.876,74.78,75.392,76.299,76.888,78.001,79.908
322,1,72.234,0.03459,64.513,66.421,67.535,68.124,69.032,69.644,70.549,72.234,73.919,74.824,75.436,76.344,76.933,78.047,79.955
323,1,72.2762,0.03459,64.551,66.46,67.574,68.164,69.072,69.685,70.59,72.276,73.962,74.867,75.48,76.388,76.978,78.092,80.002
324,1,72.3184,0.0346,64.586,66.497,67.612,68.203,69.112,69.725,70.631,72.318,74.006,74.912,75.525,76.434,77.025,78.139,80.051
325,1,72.3605,0.0346,64.624,66.536,67.652,68.242,69.152,69.766,70.672,72.361,74.049,74.955,75.569,76.479,77.069,78.185,80.097
326,1,72.4025,0.03461,64.659,66.573,67.69,68.281,69.191,69.805,70.712,72.403,74.093,75.0,75.614,76.524,77.115,78.232,80.146
327,1,72.4445,0.03461,64.696,66.612,67.729,68.32,69.231,69.846,70.753,72.445,74.136,75.043,75.658,76.569,77.16,78.277,80.193
328,1,72.4865,0.03461,64.734,66.65,67.768,68.36,69.271,69.886,70.794,72.487,74.179,75.087,75.702,76.613,77.205,78.323,80.239
329,1,72.5284,0.03462,64.769,66.687,67.806,68.398,69.311,69.926,70.835,72.528,74.222,75.131,75.746,76.659,77.251,78.37,80.288
330,1,72.5702,0.03462,64.806,66.726,67.845,68.438,69.35,69.966,70.876,72.57,74.265,75.174,75.79,76.703,77.295,78.415,80.334
331,1,72.612,0.03463,64.841,66.762,67.883,68.476,69.389,70.006,70.916,72.612,74.308,75.218,75.835,76.748,77.341,78.462,80.383
332,1,72.6538,0.03463,64.879,66.801,67.922,68.515,69.429,70.046,70.957,72.654,74.351,75.261,75.878,76.792,77.386,78.507,80.429
333,1,72.6955,0.03464,64.914,66.837,67.959,68.553,69.468,70.086,70.997,72.696,74.394,75.305,75.923,76.838,77.432,78.554,80.477
334,1,72.7372,0.03464,64.951,66.876,67.998,68.593,69.508,70.126,71.038,72.737,74.437,75.349,75.966,76.882,77.476,78.599,80.523
335,1,72.7788,0.03464,64.988,66.914,68.037,68.632,69.548,70.166,71.078,72.779,74.479,75.392,76.01,76.926,77.52,78.644,80.569
336,1,72.8203,0.03465,65.023,66.95,68.075,68.67,69.587,70.205,71.118,72.82,74.522,75.435,76.054,76.971,77.566,78.69,80.618
337,1,72.8618,0.03465,65.06,66.989,68.113,68.709,69.626,70.245,71.159,72.862,74.565,75.478,76.097,77.014,77.61,78.735,80.664
338,1,72.9033,0.03466,65.095,67.025,68.151,68.747,69.665,70.284,71.199,72.903,74.608,75.522,76.142,77.06,77.656,78.782,80.712
339,1,72.9447,0.03466,65.132,67.063,68.19,68.786,69.705,70.324,71.239,72.945,74.65,75.565,76.185,77.103,77.7,78.826,80.758
340,1,72.9861,0.03467,65.166,67.099,68.227,68.824,69.743,70.363,71.279,72.986,74.693,75.609,76.229,77.148,77.745,78.873,80.806
341,1,73.0274,0.03467,65.203,67.137,68.265,68.863,69.783,70.403,71.32,73.027,74.735,75.652,76.272,77.192,77.789,78.917,80.851
342,1,73.0686,0.03468,65.238,67.174,68.303,68.901,69.821,70.442,71.359,73.069,74.778,75.695,76.316,77.237,77.835,78.964,80.899
343,1,73.1099,0.03468,65.275,67.212,68.341,68.939,69.861,70.482,71.4,73.11,74.82,75.738,76.359,77.28,77.879,79.008,80.945
344,1,73.151,0.03469,65.309,67.248,68.378,68.977,69.899,70.521,71.439,73.151,74.863,75.781,76.403,77.325,77.924,79.054,80.993
345,1,73.1922,0.03469,65.346,67.286,68.417,69.016,69.938,70.561,71.48,73.192,74.905,75.824,76.446,77.369,77.968,79.099,81.038
346,1,73.2332,0.03469,65.383,67.323,68.455,69.055,69.977,70.6,71.52,73.233,74.947,75.866,76.489,77.412,78.011,79.143,81.084
347,1,73.2743,0.0347,65.417,67.359,68.492,69.092,70.016,70.639,71.559,73.274,74.989,75.91,76.533,77.457,78.056,79.189,81.132
348,1,73.3152,0.0347,65.454,67.397,68.53,69.131,70.055,70.678,71.599,73.315,75.031,75.952,76.576,77.5,78.1,79.234,81.177
349,1,73.3562,0.03471,65.488,67.433,68.567,69.168,70.093,70.717,71.639,73.356,75.074,75.995,76.619,77.544,78.145,79.28,81.225
350,1,73.3971,0.03471,65.524,67.47,68.606,69.207,70.132,70.757,71.679,73.397,75.115,76.038,76.662,77.588,78.189,79.324,81.27
351,1,73.4379,0.03472,65.559,67.506,68.642,69.244,70.17,70.795,71.718,73.438,75.158,76.081,76.706,77.632,78.233,79.37,81.317
352,1,73.4787,0.03472,65.595,67.544,68.68,69.282,70.209,70.835,71.758,73.479,75.199,76.123,76.748,77.675,78.277,79.414,81.362
353,1,73.5195,0.03473,65.629,67.58,68.717,69.32,70.247,70.873,71.797,73.52,75.242,76.166,76.792,77.719,78.322,79.459,81.41
354,1,73.5602,0.03473,65.665,67.617,68.755,69.358,70.286,70.912,71.837,73.56,75.283,76.208,76.834,77.762,78.365,79.503,81.455
355,1,73.6008,0.03474,65.699,67.653,68.792,69.395,70.324,70.951,71.876,73.601,75.325,76.251,76.878,77.807,78.41,79.549,81.502
356,1,73.6414,0.03474,65.736,67.69,68.83,69.433,70.363,70.99,71.916,73.641,75.367,76.293,76.92,77.849,78.453,79.593,81.547
357,1,73.682,0.03475,65.77,67.726,68.866,69.47,70.401,71.028,71.955,73.682,75.409,76.336,76.963,77.894,78.498,79.638,81.594
358,1,73.7225,0.03475,65.806,67.763,68.904,69.509,70.439,71.067,71.995,73.723,75.45,76.378,77.006,77.936,78.541,79.682,81.639
359,1,73.763,0.03476,65.84,67.798,68.941,69.546,70.477,71.106,72.034,73.763,75.492,76.42,77.049,77.98,78.585,79.728,81.686
360,1,73.8034,0.03476,65.876,67.835,68.978,69.584,70.516,71.145,72.073,73.803,75.534,76.462,77.091,78.023,78.628,79.771,81.731
361,1,73.8438,0.03477,65.909,67.871,69.015,69.621,70.553,71.183,72.112,73.844,75.576,76.505,77.134,78.067,78.673,79.817,81.778
362,1,73.8842,0.03477,65.946,67.908,69.053,69.659,70.592,71.222,72.151,73.884,75.617,76.547,77.176,78.11,78.716,79.86,81.823
363,1,73.9245,0.03478,65.979,67.943,69.089,69.695,70.63,71.26,72.19,73.925,75.659,76.589,77.219,78.154,78.76,79.906,81.87
364,1,73.9647,0.03478,66.015,67.98,69.126,69.733,70.668,71.298,72.23,73.965,75.7,76.631,77.261,78.196,78.803,79.949,81.914
365,1,74.0049,0.03479,66.049,68.015,69.163,69.77,70.705,71.336,72.268,74.005,75.741,76.673,77.304,78.24,78.847,79.994,81.961
366,1,74.0451,0.03479,66.085,68.052,69.2,69.808,70.744,71.375,72.308,74.045,75.783,76.715,77.346,78.282,78.89,80.038,82.006
367,1,74.0852,0.0348,66.118,68.087,69.236,69.844,70.781,71.413,72.346,74.085,75.824,76.757,77.389,78.326,78.934,80.083,82.052
368,1,74.1253,0.0348,66.154,68.124,69.274,69.882,70.819,71.452,72.385,74.125,75.865,76.799,77.431,78.368,78.977,80.126,82.097
369,1,74.1653,0.03481,66.187,68.159,69.31,69.919,70.857,71.49,72.424,74.165,75.907,76.841,77.474,78.412,79.021,80.171,82.143
370,1,74.2053,0.03482,66.221,68.194,69.346,69.955,70.894,71.527,72.463,74.205,75.948,76.883,77.517,78.455,79.065,80.216,82.19
371,1,74.2452,0.03482,66.256,68.231,69.383,69.993,70.932,71.566,72.501,74.245,75.989,76.925,77.558,78.498,79.107,80.259,82.234
372,1,74.2851,0.03483,66.29,68.266,69.419,70.029,70.969,71.603,72.54,74.285,76.03,76.967,77.601,78.541,79.151,80.304,82.281
373,1,74.325,0.03483,66.325,68.303,69.456,70.067,71.007,71.642,72.579,74.325,76.071,77.008,77.643,78.583,79.194,80.347,82.325
374,1,74.3648,0.03484,66.358,68.338,69.492,70.103,71.044,71.68,72.617,74.365,76.112,77.05,77.685,78.626,79.238,80.392,82.371
375,1,74.4045,0.03484,66.394,68.374,69.529,70.141,71.082,71.718,72.656,74.405,76.153,77.091,77.727,78.668,79.28,80.435,82.415
